id,user_name,call_1,call_2,call_3,call_4,memo
54365,user54365,09042173555,09024063162,09062806595,09033862286,memo54365
54372,user54372,09012071663,09066864862,09075338460,09073926548,memo54372
54409,user54409,09015394067,09014061935,09030527561,09003534070,memo54409
54512,user54512,09014942498,09057765143,09096774828,09081963235,memo54512
54520,user54520,09001973556,09015294466,09031797440,09038436734,memo54520
54573,user54573,09051687595,09013878067,09012820800,09089596790,memo54573
54668,user54668,09050304206,09007604851,09068443758,09037341350,memo54668
54762,user54762,09089278611,09023628972,09034714455,09089888850,memo54762
54803,user54803,09035783633,09003566590,09085883212,09040798238,memo54803
54856,user54856,09012007312,09079748619,09044261536,09030443615,memo54856
55116,user55116,09061444251,09013529797,09082318359,09048891299,memo55116
55189,user55189,09030887278,09015084849,09078991096,09022017764,memo55189
55193,user55193,09068021373,09062112828,09098875100,09080788469,memo55193
55245,user55245,09007722747,09010930518,09038544442,09079020687,memo55245
55461,user55461,09094349835,09039396297,09050876543,09003495211,memo55461
55528,user55528,09057047465,09027286088,09043114693,09049993747,memo55528
55567,user55567,09001324773,09053081316,09019453137,09087686062,memo55567
55647,user55647,09029692063,09048432485,09081981842,09024667553,memo55647
55714,user55714,09019626771,09047281183,09075458767,09038101426,memo55714
55839,user55839,09000780674,09023893507,09016614631,09073525624,memo55839
55857,user55857,09004944532,09080791291,09057635879,09010936899,memo55857
55936,user55936,09050894959,09091189630,09038366458,09045930644,memo55936
55997,user55997,09035392758,09039294752,09087122633,09055704023,memo55997
56133,user56133,09022940931,09012555851,09082330958,09001862030,memo56133
56263,user56263,09034904998,09065297095,09034714455,09052061548,memo56263
56275,user56275,09064094295,09076658679,09044128040,09055125036,memo56275
56561,user56561,09002694027,09018523132,09007916223,09007625704,memo56561
56710,user56710,09087863835,09051423168,09067177238,09084221819,memo56710
56714,user56714,09092798843,09081359785,09050899280,09046359222,memo56714
56717,user56717,09041345660,09082503167,09065085260,09010394108,memo56717
56740,user56740,09019679129,09030725589,09083871877,09001816438,memo56740
57141,user57141,09078665086,09095689671,09078176010,09098908458,memo57141
57231,user57231,09012285741,09044656123,09099442713,09033549857,memo57231
57279,user57279,09072116414,09074008439,09059756286,09046332753,memo57279
57295,user57295,09084470152,09005295537,09092039345,09018042653,memo57295
57364,user57364,09018460678,09016586314,09008957152,09073915045,memo57364
57435,user57435,09042074761,09014643005,09086195142,09002783023,memo57435
57514,user57514,09005686543,09075892010,09030238373,09067224796,memo57514
57540,user57540,09071950674,09079021203,09057882188,09097232619,memo57540
57573,user57573,09013046349,09091556690,09093635134,09063527142,memo57573
57649,user57649,09084442429,09017253227,09077326917,09057745129,memo57649
57840,user57840,09091521768,09008666492,09026320546,09071500904,memo57840
57986,user57986,09049514788,09038913515,09054156003,09054595259,memo57986
58066,user58066,09066335859,09043434852,09042768859,09057876219,memo58066
58107,user58107,09080301990,09058239614,09085186601,09081726066,memo58107
58174,user58174,09004324991,09074739468,09020812932,09064741849,memo58174
58265,user58265,09033428799,09017595416,09019274704,09026031074,memo58265
58593,user58593,09028767354,09079058766,09054052389,09053471636,memo58593
58598,user58598,09077094484,09080829128,09065395520,09053089337,memo58598
58601,user58601,09074619540,09060958329,09067411504,09078467300,memo58601
58623,user58623,09028277970,09044091923,09096635269,09069931007,memo58623
58713,user58713,09058457436,09081158573,09037206102,09046225424,memo58713
58810,user58810,09012653027,09062017189,09096956040,09031890218,memo58810
58817,user58817,09035339900,09064748998,09098627978,09022608656,memo58817
58825,user58825,09094389725,09023151856,09013379187,09059468137,memo58825
58972,user58972,09060534082,09030108517,09085913515,09057603745,memo58972
59036,user59036,09093474363,09008258687,09009798848,09099044610,memo59036
59099,user59099,09032485469,09055689191,09022145020,09078396358,memo59099
59159,user59159,09080582409,09093151589,09024286658,09053284845,memo59159
59290,user59290,09048641157,09003145126,09097995567,09076907862,memo59290
59322,user59322,09078016403,09095925919,09026761494,09042412621,memo59322
59353,user59353,09054554275,09089378961,09021193850,09029023117,memo59353
59396,user59396,09003601851,09048022303,09084786307,09088978405,memo59396
59439,user59439,09036304197,09034383461,09063898530,09016799927,memo59439
59523,user59523,09048964531,09027456353,09072516100,09042521214,memo59523
59525,user59525,09067475585,09007575016,09090879312,09040827386,memo59525
59580,user59580,09067642141,09075892010,09068345294,09039464145,memo59580
59647,user59647,09078113441,09000313562,09077378083,09076044479,memo59647
60125,user60125,09036203362,09060357817,09083165521,09062044336,memo60125
60187,user60187,09090935873,09054826791,09094531689,09057710248,memo60187
60225,user60225,09074609254,09077615546,09097910888,09090026617,memo60225
60343,user60343,09012518044,09078387530,09081149877,09010763640,memo60343
60555,user60555,09057420103,09043771068,09048968501,09081625299,memo60555
60622,user60622,09003108430,09059431823,09049615187,09042929974,memo60622
60662,user60662,09041977747,09072639185,09008390878,09092709957,memo60662
60787,user60787,09060448178,09096927488,09078463650,09088654075,memo60787
60801,user60801,09070140497,09074310594,09047545310,09002879299,memo60801
60950,user60950,09042720381,09072588840,09086371179,09098345434,memo60950
61035,user61035,09024325676,09054705469,09031553976,09087551176,memo61035
61057,user61057,09079533686,09075157324,09038459244,09005615666,memo61057
61128,user61128,09073473222,09090191033,09029145130,09063419463,memo61128
61419,user61419,09036235519,09001306297,09027933716,09072984704,memo61419
61482,user61482,09096521148,09070252764,09017373933,09048691077,memo61482
61741,user61741,09063384598,09093179194,09082791582,09080617387,memo61741
61957,user61957,09090183609,09078400320,09004297608,09027907129,memo61957
62107,user62107,09086300662,09038782500,09052737612,09064426945,memo62107
62121,user62121,09083971456,09042933801,09042275054,09062839285,memo62121
62173,user62173,09012500319,09031164727,09018784658,09039195308,memo62173
62187,user62187,09078440809,09099864149,09070804584,09001445976,memo62187
62285,user62285,09048739769,09078019327,09078761949,09061866076,memo62285
62291,user62291,09045402113,09093728754,09044237896,09089600543,memo62291
62345,user62345,09046421393,09034034515,09088111064,09014821253,memo62345
62397,user62397,09046108247,09097415910,09021174073,09095298410,memo62397
62552,user62552,09030046174,09055255607,09002445055,09037451680,memo62552
62554,user62554,09057635879,09021941181,09090166438,09055667952,memo62554
62586,user62586,09092174973,09080128364,09054361371,09090983534,memo62586
62634,user62634,09066165905,09072338358,09068549860,09093218082,memo62634
62705,user62705,09024994945,09084786307,09027981685,09033008295,memo62705
62714,user62714,09046138769,09037406287,09089162259,09044496884,memo62714
62732,user62732,09082347881,09031157036,09081029504,09013952640,memo62732
62761,user62761,09005106259,09022544512,09063862942,09096221347,memo62761
62836,user62836,09021438265,09084530048,09003341683,09010204321,memo62836
62903,user62903,09049358908,09073528366,09050149666,09069081351,memo62903
63067,user63067,09052993252,09038994650,09053250218,09010394108,memo63067
63079,user63079,09010615876,09037121215,09021238976,09063315154,memo63079
63125,user63125,09046873594,09059635714,09039053753,09084613666,memo63125
63226,user63226,09072922290,09027746764,09024695812,09029241513,memo63226
63318,user63318,09022414221,09085292210,09016532083,09071465036,memo63318
63325,user63325,09099137182,09050308368,09033368997,09006008367,memo63325
63350,user63350,09003235395,09037439917,09023789173,09012893776,memo63350
63523,user63523,09072563943,09066504788,09007855203,09014982719,memo63523
63621,user63621,09024908581,09090382595,09079201185,09018068333,memo63621
63701,user63701,09008338586,09021891469,09081847203,09088612191,memo63701
63824,user63824,09061331604,09084211647,09000477750,09040625204,memo63824
63825,user63825,09003019972,09056760339,09002749746,09074473734,memo63825
63839,user63839,09092519782,09022833183,09059351379,09087897015,memo63839
63848,user63848,09010011950,09010314151,09072171949,09074521786,memo63848
63855,user63855,09031197576,09076414411,09090983534,09073966922,memo63855
63876,user63876,09008951183,09078704503,09097732236,09015778441,memo63876
63954,user63954,09012069159,09050706434,09095396565,09029666894,memo63954
64077,user64077,09070103432,09035543497,09026714291,09057128864,memo64077
64092,user64092,09000458088,09038717407,09094431388,09086526729,memo64092
64252,user64252,09067688019,09033027013,09079324921,09028203820,memo64252
64269,user64269,09001041036,09084220690,09071276665,09038805177,memo64269
64359,user64359,09032566829,09014827136,09008733913,09022799822,memo64359
64427,user64427,09079900108,09056984033,09067877722,09043607648,memo64427
64494,user64494,09057381233,09022644391,09062789910,09053687407,memo64494
64617,user64617,09080314268,09075458767,09012428776,09058503527,memo64617
64622,user64622,09014311778,09088495808,09095236856,09091548534,memo64622
64806,user64806,09038170817,09082668717,09002417210,09002366979,memo64806
64853,user64853,09032054106,09040762751,09074089379,09067578791,memo64853
64910,user64910,09066881678,09058542584,09003013909,09032325638,memo64910
64955,user64955,09053383902,09034250531,09017175136,09076049643,memo64955
64979,user64979,09075887381,09005387254,09013048417,09025342618,memo64979
65133,user65133,09019885661,09070525909,09014976059,09027501405,memo65133
65226,user65226,09052819786,09075877654,09056464009,09042355806,memo65226
65237,user65237,09077361696,09032584573,09006976935,09087295774,memo65237
65357,user65357,09007278276,09066096348,09031640533,09069492950,memo65357
65382,user65382,09099723239,09079242594,09069250428,09069785314,memo65382
65435,user65435,09021193850,09095270500,09023961288,09097229922,memo65435
65508,user65508,09044999780,09032850276,09052621535,09033863196,memo65508
65515,user65515,09086853148,09027859692,09044797732,09019042448,memo65515
65521,user65521,09022188996,09051734740,09062885636,09066222711,memo65521
65522,user65522,09067804493,09042111819,09089088201,09035042593,memo65522
65566,user65566,09086376290,09043571991,09012633760,09091996030,memo65566
65617,user65617,09050475059,09022687726,09091761170,09077950025,memo65617
65675,user65675,09041078465,09000886459,09093834461,09007004542,memo65675
65689,user65689,09060299577,09095180372,09017607623,09001035603,memo65689
65782,user65782,09016138337,09000430383,09085729790,09019997871,memo65782
65786,user65786,09034571490,09077287325,09025333317,09046920782,memo65786
65820,user65820,09094691695,09087475921,09044862315,09055414694,memo65820
65882,user65882,09009352437,09049994271,09073090136,09042098121,memo65882
65991,user65991,09023500938,09052028545,09025224617,09044202026,memo65991
66061,user66061,09082210579,09093148032,09052960680,09095115762,memo66061
66111,user66111,09096388395,09000228406,09084683158,09076953872,memo66111
66178,user66178,09044725839,09048978676,09068729986,09045440305,memo66178
66213,user66213,09011735419,09082880302,09015802496,09058698662,memo66213
66268,user66268,09085548011,09070701903,09046191964,09030784950,memo66268
66275,user66275,09061040325,09010400130,09003689673,09052094424,memo66275
66292,user66292,09075338443,09019515485,09066517026,09034070565,memo66292
66444,user66444,09044142282,09054808823,09046953589,09046712638,memo66444
66478,user66478,09013996957,09048284699,09035646441,09097836719,memo66478
66506,user66506,09050803363,09094169164,09010998137,09026995382,memo66506
66569,user66569,09010872004,09027317544,09052675399,09045925964,memo66569
66593,user66593,09099361688,09074529055,09012560193,09014007568,memo66593
66667,user66667,09074889637,09005422229,09098572472,09023811686,memo66667
66862,user66862,09072072041,09094976886,09041964322,09005902258,memo66862
66892,user66892,09076816433,09019527161,09014735079,09061470917,memo66892
66956,user66956,09011351319,09050250569,09010436253,09070151702,memo66956
66975,user66975,09058001911,09061597887,09084613666,09061427042,memo66975
66989,user66989,09082207377,09011626548,09021920720,09084423079,memo66989
67020,user67020,09085904432,09044353154,09052082815,09035259402,memo67020
67027,user67027,09081610665,09023398953,09053811309,09079137144,memo67027
67165,user67165,09074400263,09010172726,09093392544,09027755430,memo67165
67211,user67211,09005582436,09003399641,09032745537,09026922693,memo67211
67224,user67224,09041234769,09083162891,09046403842,09074910228,memo67224
67658,user67658,09037018399,09026683614,09070657026,09010222328,memo67658
67714,user67714,09039772753,09038434158,09099280282,09030366797,memo67714
67745,user67745,09075958796,09089027408,09084382745,09010999647,memo67745
67841,user67841,09016517016,09061311120,09042496260,09080808457,memo67841
67843,user67843,09087885075,09077706576,09090744496,09012828787,memo67843
67844,user67844,09099022375,09088782873,09040625882,09046191964,memo67844
68128,user68128,09082640423,09083613504,09044024502,09037266661,memo68128
68198,user68198,09079021203,09044063710,09060119069,09023799838,memo68198
68202,user68202,09067056813,09001600104,09062566233,09045069427,memo68202
68270,user68270,09062028183,09068154260,09031362294,09014323008,memo68270
68292,user68292,09015330742,09021194737,09009922132,09079821030,memo68292
68528,user68528,09093916076,09057575465,09029579977,09078501917,memo68528
68533,user68533,09029183948,09062900535,09015276431,09035020616,memo68533
68654,user68654,09010860467,09099409301,09049397132,09085199894,memo68654
68735,user68735,09015256519,09059975824,09047267857,09036358779,memo68735
68837,user68837,09043685240,09084202976,09041048791,09097422314,memo68837
68977,user68977,09067757979,09062928811,09072812739,09005714310,memo68977
68978,user68978,09094154030,09006943589,09092469697,09015964164,memo68978
69018,user69018,09022966917,09059545648,09096959870,09032770557,memo69018
69047,user69047,09014584004,09013935231,09043484003,09004541762,memo69047
69201,user69201,09049635046,09037095013,09089633053,09010768757,memo69201
69231,user69231,09090393174,09020919175,09066650469,09098332399,memo69231
69303,user69303,09065158851,09087370142,09069671631,09091509540,memo69303
69332,user69332,09032367308,09092305344,09028166607,09079156981,memo69332
69367,user69367,09045324395,09080690231,09083070429,09021988150,memo69367
69384,user69384,09005073095,09010317662,09046822643,09017871925,memo69384
69464,user69464,09059954900,09076448670,09093474363,09028747686,memo69464
69465,user69465,09027523279,09009460363,09090334878,09025459763,memo69465
69505,user69505,09091772700,09021573115,09084243873,09027607893,memo69505
69554,user69554,09093295753,09034444854,09052210700,09027280298,memo69554
69586,user69586,09051583342,09093055874,09086770949,09053703826,memo69586
69600,user69600,09045075269,09052059083,09070275067,09089637053,memo69600
69681,user69681,09068422686,09053981451,09019777616,09067448553,memo69681
69682,user69682,09091281813,09055843370,09066280888,09026833151,memo69682
69732,user69732,09046501072,09028846345,09031395353,09000703276,memo69732
69819,user69819,09079156981,09056245997,09000436067,09041756364,memo69819
69833,user69833,09053592406,09087216544,09094252968,09075044031,memo69833
69867,user69867,09022781865,09000882201,09004356606,09068871880,memo69867
69896,user69896,09056519101,09063903523,09062931059,09027613815,memo69896
69911,user69911,09092212472,09010532144,09065875555,09008249982,memo69911
69927,user69927,09050528059,09077599497,09023749016,09068935270,memo69927
69948,user69948,09021173265,09039979836,09081967615,09007891994,memo69948
69952,user69952,09082129402,09055495619,09074046469,09074426964,memo69952
69998,user69998,09019898989,09043608752,09077826142,09027543566,memo69998
70005,user70005,09003935418,09039046818,09072359120,09069207932,memo70005
70062,user70062,09038391891,09048619797,09096112037,09008276195,memo70062
70195,user70195,09091419441,09021742465,09066099920,09055687013,memo70195
70350,user70350,09017309725,09031362294,09083350864,09080391521,memo70350
70534,user70534,09059388050,09078076278,09070514833,09000615054,memo70534
70574,user70574,09039213815,09066772416,09083150742,09023358707,memo70574
70616,user70616,09070252764,09099569336,09090392536,09071277395,memo70616
70694,user70694,09094287153,09080861121,09057068768,09016338668,memo70694
70783,user70783,09028875689,09089384169,09028763395,09009751693,memo70783
70831,user70831,09085821677,09056621363,09062115525,09024452325,memo70831
70867,user70867,09044561255,09053306494,09028650131,09061972286,memo70867
70939,user70939,09005170704,09011151254,09002876195,09029871216,memo70939
70949,user70949,09097947020,09019433066,09015465175,09044797732,memo70949
71032,user71032,09052796842,09076965251,09098915457,09014061935,memo71032
71041,user71041,09054684253,09052753972,09055105103,09017951305,memo71041
71069,user71069,09085400549,09080227678,09072968473,09073991854,memo71069
71084,user71084,09068034295,09010070685,09026257266,09043611763,memo71084
71109,user71109,09092492891,09092641874,09028805327,09028729674,memo71109
71139,user71139,09029700459,09089200949,09034931531,09062723184,memo71139
71259,user71259,09012236857,09064126390,09017689363,09022865376,memo71259
71330,user71330,09058518047,09051933201,09049588117,09061589534,memo71330
71340,user71340,09050671203,09082831626,09083849085,09010999647,memo71340
71341,user71341,09005323287,09070110949,09062446324,09061733888,memo71341
71354,user71354,09081057725,09015596087,09098240771,09028286566,memo71354
71438,user71438,09091761426,09028568265,09045386549,09039280414,memo71438
71544,user71544,09055324014,09073296959,09097015071,09026558895,memo71544
71545,user71545,09001906229,09050088757,09063800256,09058852952,memo71545
71604,user71604,09084343285,09017726398,09024104304,09084040773,memo71604
71613,user71613,09001424639,09009248358,09045011566,09035504345,memo71613
71796,user71796,09050149666,09091328137,09028388911,09058243189,memo71796
72039,user72039,09033696765,09085683890,09057038094,09033225353,memo72039
72160,user72160,09077009432,09019908753,09017852324,09004799514,memo72160
72199,user72199,09078693119,09061469943,09005179646,09038943088,memo72199
72347,user72347,09077706322,09030473421,09032407806,09071184679,memo72347
72371,user72371,09033957934,09031755118,09037759678,09082907571,memo72371
72376,user72376,09071189020,09001114344,09054602137,09033022780,memo72376
72395,user72395,09083795570,09053189439,09009186470,09002860339,memo72395
72448,user72448,09003473808,09026024364,09088974319,09022589288,memo72448
72478,user72478,09050028728,09036839810,09050166858,09076637976,memo72478
72531,user72531,09029005274,09028231770,09032626595,09056502152,memo72531
72564,user72564,09024046014,09081699157,09069039844,09071930445,memo72564
72744,user72744,09053802703,09068825634,09072781963,09035122357,memo72744
72793,user72793,09053927670,09097206283,09024357096,09021192287,memo72793
72819,user72819,09002688725,09038986339,09090416549,09064870686,memo72819
72889,user72889,09061367957,09061204465,09075140405,09005657987,memo72889
72976,user72976,09022747706,09088466081,09033421915,09093437109,memo72976
72983,user72983,09073517407,09052222453,09068219521,09055935108,memo72983
73002,user73002,09081114041,09024605491,09028759013,09040786936,memo73002
73026,user73026,09036292243,09027267023,09027612142,09074659637,memo73026
73132,user73132,09073889585,09000131994,09023916843,09060154793,memo73132
73164,user73164,09081820844,09082788622,09083296747,09025400292,memo73164
73180,user73180,09022145020,09022309602,09088808256,09032533667,memo73180
73459,user73459,09074808050,09044302315,09094231056,09095751565,memo73459
73558,user73558,09078400256,09055528424,09008973526,09034048252,memo73558
73632,user73632,09089905800,09000999997,09062866187,09078640779,memo73632
73643,user73643,09039302486,09025569937,09053281151,09011109112,memo73643
73655,user73655,09091893658,09030225560,09030753475,09092045244,memo73655
73710,user73710,09097284817,09067171525,09014114242,09000396845,memo73710
73808,user73808,09037546492,09042746544,09072174942,09038192995,memo73808
73822,user73822,09024721502,09062730917,09058920958,09007231031,memo73822
73827,user73827,09044332083,09020274143,09020302242,09081732095,memo73827
73837,user73837,09096275116,09006051743,09055834013,09013606164,memo73837
73866,user73866,09068903878,09011208988,09049144016,09028371411,memo73866
73960,user73960,09085729693,09055772756,09067199768,09083242699,memo73960
73987,user73987,09021514372,09058542584,09059980588,09000460891,memo73987
74009,user74009,09074752606,09005031053,09027631005,09086303257,memo74009
74021,user74021,09070033089,09013727124,09081726950,09032215371,memo74021
74183,user74183,09034897530,09008423402,09011070881,09040734591,memo74183
74203,user74203,09072913549,09064533566,09097936028,09012275899,memo74203
74381,user74381,09033297423,09053849643,09068357738,09065892565,memo74381
74426,user74426,09095465772,09095746017,09032068193,09060448178,memo74426
74733,user74733,09040631405,09001217116,09071094715,09044402063,memo74733
74746,user74746,09099449966,09096237932,09070657026,09013102795,memo74746
74861,user74861,09045352828,09032638346,09077998833,09000154533,memo74861
74913,user74913,09058204526,09062114762,09070728607,09020921021,memo74913
74914,user74914,09093698671,09038292948,09084319751,09098693849,memo74914
74944,user74944,09033872835,09044284790,09004218824,09008310479,memo74944
75047,user75047,09053819590,09062880197,09093488276,09092196348,memo75047
75228,user75228,09058723384,09062954103,09014480393,09025348456,memo75228
75477,user75477,09079565660,09088878047,09074244274,09041359625,memo75477
75513,user75513,09093298490,09090627443,09054557520,09085476354,memo75513
75628,user75628,09031768548,09030203041,09035728008,09084974502,memo75628
75674,user75674,09066738189,09067703366,09032520069,09096112037,memo75674
75723,user75723,09027070949,09077543654,09014904469,09039221860,memo75723
75788,user75788,09075139268,09066224218,09023842380,09043350511,memo75788
75983,user75983,09027363842,09054225573,09096607311,09021529518,memo75983
76088,user76088,09038697065,09018261885,09000688073,09059919563,memo76088
76103,user76103,09005783173,09066978613,09060019054,09092157955,memo76103
76143,user76143,09004504070,09061990362,09072538763,09023014484,memo76143
76148,user76148,09077932848,09097004680,09081232555,09087920915,memo76148
76279,user76279,09007739034,09099995962,09049071117,09004942838,memo76279
76311,user76311,09077467246,09080764635,09000536828,09023233063,memo76311
76554,user76554,09086300662,09030681271,09057553239,09064267602,memo76554
76586,user76586,09096580883,09054603301,09066222711,09096753483,memo76586
76687,user76687,09089772948,09029346039,09097051597,09035370166,memo76687
76801,user76801,09005323287,09090175480,09053488600,09070863844,memo76801
77040,user77040,09071772355,09062237485,09032686424,09014821253,memo77040
77064,user77064,09099045555,09003257269,09014776902,09097769023,memo77064
77084,user77084,09008258494,09084973554,09018460678,09072138516,memo77084
77112,user77112,09059431033,09027755430,09057784264,09078125604,memo77112
77144,user77144,09099181029,09002707061,09066918710,09061545184,memo77144
77145,user77145,09038487266,09029059759,09023183874,09084323082,memo77145
77147,user77147,09073274660,09044999780,09015723034,09085393138,memo77147
77241,user77241,09021529518,09036273487,09099900357,09019627829,memo77241
77299,user77299,09055305076,09080682659,09010034450,09009511926,memo77299
77315,user77315,09091543300,09077318585,09039978015,09070268688,memo77315
77348,user77348,09018586020,09067317744,09078176347,09034931531,memo77348
77433,user77433,09007160628,09088273769,09097329174,09082880299,memo77433
77435,user77435,09062846450,09089765200,09023467437,09067753941,memo77435
77632,user77632,09089893381,09071933837,09072859387,09063390851,memo77632
77688,user77688,09091855090,09077656807,09095810327,09029894437,memo77688
77734,user77734,09012407946,09007718818,09015681159,09061972286,memo77734
77813,user77813,09057985472,09008816450,09059837305,09030066670,memo77813
77932,user77932,09019021837,09080570309,09063411507,09089551216,memo77932
78045,user78045,09012667789,09010763640,09030629586,09070131111,memo78045
78085,user78085,09091578761,09031074012,09015032515,09030306884,memo78085
78096,user78096,09054555807,09076052285,09050883979,09090371369,memo78096
78235,user78235,09095597808,09073984931,09083873415,09043997931,memo78235
78259,user78259,09045394024,09076495773,09065436583,09074787132,memo78259
78294,user78294,09046953589,09041916444,09071329939,09006078681,memo78294
78392,user78392,09054998947,09014933276,09034436694,09050317642,memo78392
78409,user78409,09068386144,09068223533,09081775125,09039090776,memo78409
78504,user78504,09033352627,09058417220,09089342648,09016844397,memo78504
78511,user78511,09083597845,09028214562,09005732148,09031737304,memo78511
78651,user78651,09050336859,09004747973,09092749474,09061573433,memo78651
78676,user78676,09074060828,09099331047,09042615684,09065555801,memo78676
78744,user78744,09023386596,09039255636,09021135032,09097793591,memo78744
78770,user78770,09020632667,09000801467,09025771550,09056308751,memo78770
78870,user78870,09064842055,09097061278,09028365475,09074619540,memo78870
78945,user78945,09060079426,09093859877,09041395779,09080875001,memo78945
79059,user79059,09007072150,09024721502,09041667528,09028114502,memo79059
79187,user79187,09048432485,09063586618,09066506213,09020692773,memo79187
79260,user79260,09061847683,09041048791,09074284298,09068031009,memo79260
79306,user79306,09034744020,09081999590,09014337907,09000303240,memo79306
79321,user79321,09093402857,09094484065,09096211874,09023342691,memo79321
79340,user79340,09047451796,09056848199,09001742297,09082444967,memo79340
79492,user79492,09079892704,09095634729,09046804514,09024697893,memo79492
79537,user79537,09080570309,09001112464,09009231931,09065596918,memo79537
79558,user79558,09053704467,09022160230,09024361738,09085081480,memo79558
79677,user79677,09057977166,09072067355,09007343668,09029870014,memo79677
79686,user79686,09081409226,09029410452,09078990774,09004836082,memo79686
79725,user79725,09047122870,09044664195,09044439169,09051074436,memo79725
79777,user79777,09064774734,09057261053,09074243786,09078160213,memo79777
79869,user79869,09033845121,09047418618,09021630624,09031904114,memo79869
79916,user79916,09047920429,09048744390,09053627693,09088497893,memo79916
80119,user80119,09086979899,09029659325,09039973797,09068872956,memo80119
80269,user80269,09053344700,09038597828,09071009573,09083972059,memo80269
80345,user80345,09043886743,09030567029,09092792936,09059487585,memo80345
80434,user80434,09076525599,09063665166,09050507002,09061978887,memo80434
80454,user80454,09044268202,09022272500,09071170351,09017417857,memo80454
80490,user80490,09061176814,09071598871,09086842754,09048189666,memo80490
80492,user80492,09095658271,09006008367,09022017034,09001313201,memo80492
80505,user80505,09070200873,09093834461,09039251338,09043836046,memo80505
80507,user80507,09060746614,09021667102,09030720489,09078466354,memo80507
80820,user80820,09007575016,09053672980,09041212026,09070275986,memo80820
81027,user81027,09083088718,09052378783,09002334201,09030108517,memo81027
81037,user81037,09031643489,09085541050,09060415738,09037650125,memo81037
81136,user81136,09036085468,09018459887,09089513828,09083875818,memo81136
81220,user81220,09077764423,09007543702,09024201950,09024044096,memo81220
81264,user81264,09064301606,09088334484,09014423644,09052675399,memo81264
81303,user81303,09009732435,09021629066,09001872171,09071985886,memo81303
81409,user81409,09014481780,09036163526,09069622892,09070322363,memo81409
81590,user81590,09029361712,09069078450,09062036537,09093797282,memo81590
81692,user81692,09082777324,09079375376,09079987043,09045454533,memo81692
81787,user81787,09084323928,09065149717,09031213940,09042316803,memo81787
81801,user81801,09016503352,09008477973,09029055026,09033527270,memo81801
81844,user81844,09057448662,09064998660,09096522739,09009921763,memo81844
81849,user81849,09038452598,09054684253,09000605383,09052106388,memo81849
81861,user81861,09087353589,09072255587,09007000697,09043350511,memo81861
82046,user82046,09003376024,09025873832,09012111968,09035751205,memo82046
82156,user82156,09074741825,09011804987,09004124701,09083782081,memo82156
82456,user82456,09065485568,09044816758,09066885809,09058430772,memo82456
82579,user82579,09040499767,09003370325,09073773330,09015336889,memo82579
82586,user82586,09099490623,09098161337,09044701804,09086146325,memo82586
82596,user82596,09007690635,09072654847,09083076257,09042944922,memo82596
82636,user82636,09053690503,09070531876,09007147104,09018321864,memo82636
82749,user82749,09052848219,09068430919,09066189819,09094274216,memo82749
82798,user82798,09042470250,09034842251,09086371179,09025553465,memo82798
82960,user82960,09058707193,09053235263,09041634850,09017585625,memo82960
83082,user83082,09049470468,09027052137,09049691927,09073738179,memo83082
83108,user83108,09051253592,09071337439,09043937690,09091532144,memo83108
83124,user83124,09034307392,09017602616,09050225594,09041041474,memo83124
83127,user83127,09044669684,09061990362,09011372936,09047651566,memo83127
83206,user83206,09034354936,09016238522,09076693370,09031076056,memo83206
83267,user83267,09018729667,09024278345,09044221590,09060079620,memo83267
83300,user83300,09073705316,09091383574,09046211329,09036162511,memo83300
83307,user83307,09017952912,09019527906,09014757133,09067806201,memo83307
83401,user83401,09078212078,09080247884,09083331162,09061144348,memo83401
83424,user83424,09045760493,09020632721,09001722893,09004324991,memo83424
83439,user83439,09075766313,09040736847,09031511966,09008015346,memo83439
83495,user83495,09032570958,09094294916,09062712928,09041234274,memo83495
83574,user83574,09013585089,09073498530,09089367997,09023541167,memo83574
83623,user83623,09076503965,09072791185,09089630124,09035663974,memo83623
83710,user83710,09019275239,09043997931,09025537880,09034452678,memo83710
83720,user83720,09063393686,09065684957,09012013838,09031709404,memo83720
83756,user83756,09072150298,09090188693,09030753475,09020708130,memo83756
83790,user83790,09024672848,09056571977,09053352840,09024568382,memo83790
83843,user83843,09094164777,09040410727,09024009802,09085109880,memo83843
83943,user83943,09071007655,09025661562,09000616004,09068759396,memo83943
83968,user83968,09088656236,09022984345,09083535370,09071539263,memo83968
84035,user84035,09020310913,09001501201,09033088267,09044050296,memo84035
84061,user84061,09072116414,09084297650,09077536148,09081748404,memo84061
84111,user84111,09068508610,09027350838,09024963239,09027676586,memo84111
84175,user84175,09027840653,09000577169,09068576646,09098428662,memo84175
84262,user84262,09006350579,09048978676,09023384011,09043637995,memo84262
84275,user84275,09013372476,09063783491,09043116016,09099877209,memo84275
84428,user84428,09026703390,09001866533,09062034517,09079155676,memo84428
84431,user84431,09002251358,09036708922,09044600648,09087010242,memo84431
84611,user84611,09079375376,09067788453,09028111830,09073422562,memo84611
84616,user84616,09084378008,09097693482,09068407775,09049420391,memo84616
84678,user84678,09094682642,09024928151,09084704203,09018283016,memo84678
84760,user84760,09092872078,09070115878,09091148938,09011070645,memo84760
84861,user84861,09024301439,09012118954,09087283313,09058037695,memo84861
84896,user84896,09080126725,09055178511,09001533591,09087010242,memo84896
84972,user84972,09020804342,09061289787,09061394968,09065485568,memo84972
84987,user84987,09049709741,09095439199,09092444169,09012154863,memo84987
